Timestamp,name,username,biography,follows_count,followers_count,media_count,id
2022-01-08 05:54:46.130049,日本留學應援站｜日本留學生活｜留日訪談｜獎學金,univ_support.jp,"散落日本各地🇯🇵 愛出遊>上學的台灣大學生🇹🇼
🎤現役留日大學生#留日訪談 
💰交協獎學金生教你#留學不吃土  
📣解決留日大小事#生活應援站  
-
“彙整留日新鮮人所需資訊 讓你免煩惱我們曾有的問題”
站務員 一橋🍛 東大🔧 東農🎸 信州🍬
-
任何疑問歡迎私訊 100%回覆😉
來追蹤支持嘛👇🏻",21,718,44,0
